Disciplina;Nome;Turma;Tipo;Oferece 2a avaliação?;Início;Fim;Carga teórica;Carga prática;Dia da semana;Entrada;Saída;Prof(a);Vagas obrigatórias;Inscritos;Vínculo;Vagas;Inscritos;Vagas eletivas;Inscritos;Vínculo;Vagas;Inscritos;Vagas optativas livres;Inscritos;Vínculo;Vagas;Inscritos;Vagas especiais;Inscritos;Vagas extras;Inscritos;Observação
SME0340;Equações Diferenciais Ordinárias;2025105;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;56;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia Mecatrônica
SME0340;Equações Diferenciais Ordinárias;2025105;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;56;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia Mecatrônica
SME0340;Equações Diferenciais Ordinárias;2025106;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;61;EESC e ICMC - Engenharia de Computação;70;61;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0340;Equações Diferenciais Ordinárias;2025106;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;61;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0340;Equações Diferenciais Ordinárias;2025106;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;61;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0341;Álgebra Linear e Equações Diferenciais;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;50;34;EESC - Engenharia Ambiental;50;34;0;0;;;;0;0;;;;0;0;0;0;Engenharia Ambiental
SME0341;Álgebra Linear e Equações Diferenciais;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;50;34;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia Ambiental
SME0341;Álgebra Linear e Equações Diferenciais;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;50;34;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia Ambiental
SME0341;Álgebra Linear e Equações Diferenciais;2025102;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;72;72;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Materiais e Manufatura
SME0341;Álgebra Linear e Equações Diferenciais;2025102;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;72;72;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Materiais e Manufatura
SME0346;Matemática para Arquitetura;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;3;IAU - Instituto de Arquitetura e Urbanismo;60;3;0;0;;;;0;0;;;;0;0;0;0;Arquitetura - IAU
SME0346;Matemática para Arquitetura;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;3;;;;0;0;;;;0;0;;;;0;0;0;0;Arquitetura - IAU
SME0346;Matemática para Arquitetura;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;3;;;;0;0;;;;0;0;;;;0;0;0;0;Arquitetura - IAU
SME0500;Cálculo Numérico;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;70;68;ICMC - Bacharelado em Sistemas de Informação;70;68;0;0;;;;0;0;;;;0;0;0;0;BSI
SME0500;Cálculo Numérico;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;70;68;;;;0;0;;;;0;0;;;;0;0;0;0;BSI
SME0500;Cálculo Numérico;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;70;68;;;;0;0;;;;0;0;;;;0;0;0;0;BSI
SME0520;Introdução à Estatística;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;52;ICMC - Bacharelado em Sistemas de Informação;70;52;0;0;;;;0;0;;;;0;0;0;0;BSI
SME0520;Introdução à Estatística;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;52;;;;0;0;;;;0;0;;;;0;0;0;0;BSI
SME0520;Introdução à Estatística;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;52;;;;0;0;;;;0;0;;;;0;0;0;0;BSI
SME0602;Cálculo Numérico;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;56;EESC e ICMC - Engenharia de Computação;60;56;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0602;Cálculo Numérico;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;56;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0602;Cálculo Numérico;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;56;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0610;Programação Matemática;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;47;EESC e ICMC - Engenharia de Computação;60;47;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0610;Programação Matemática;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;47;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0610;Programação Matemática;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;47;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0620;Estatística I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;48;EESC e ICMC - Engenharia de Computação;60;48;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0620;Estatística I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;48;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0620;Estatística I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;48;;;;0;0;;;;0;0;;;;0;0;0;0;Engenharia de Computação
SME0801;Probabilidade II;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;48;ICMC -  Bacharelado em Estatística e Ciência de Dados;70;48;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0801;Probabilidade II;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;48;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0801;Probabilidade II;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;48;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0803;Visualização e Exploração de Dados;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;5;5;ICMC -  Bacharelado em Estatística e Ciência de Dados;5;5;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0803;Visualização e Exploração de Dados;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;5;5;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0803;Visualização e Exploração de Dados;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;5;5;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0806;Estatística Computacional;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;29;29;ICMC -  Bacharelado em Estatística e Ciência de Dados;29;29;31;31;ICMC -  para toda a Unidade;26;26;0;0;;;;0;0;0;0;BECD e CEE em Ciência de Dados
SME0806;Estatística Computacional;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;29;29;;;;31;31;EESC e ICMC - Engenharia de Computação;5;5;0;0;;;;0;0;0;0;BECD e CEE em Ciência de Dados
SME0806;Estatística Computacional;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;29;29;;;;31;31;;;;0;0;;;;0;0;0;0;BECD e CEE em Ciência de Dados
SME0806;Estatística Computacional;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;29;29;;;;31;31;;;;0;0;;;;0;0;0;0;BECD e CEE em Ciência de Dados
SME0807;Técnicas de Amostragem;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;39;ICMC -  Bacharelado em Estatística e Ciência de Dados;70;39;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0807;Técnicas de Amostragem;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;39;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0807;Técnicas de Amostragem;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;39;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0812;Modelos Lineares;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;70;15;ICMC -  Bacharelado em Estatística e Ciência de Dados;70;15;0;0;;;;0;0;0;0;BECD
SME0812;Modelos Lineares;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;70;15;;;;0;0;;;;0;0;0;0;BECD
SME0812;Modelos Lineares;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;70;15;;;;0;0;;;;0;0;0;0;BECD
SME0814;Estágio Supervisionado em Estatística I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;Estatística - Matrícula deve ser realizada no JupiterWeb no período de requerimento/retificação. 
O pré-requisito exigido será a aprovação em 100 créditos-aula de disciplinas obrigatórias.
SME0814;Estágio Supervisionado em Estatística I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;Estatística - Matrícula deve ser realizada no JupiterWeb no período de requerimento/retificação. 
O pré-requisito exigido será a aprovação em 100 créditos-aula de disciplinas obrigatórias.
SME0815;Estágio Supervisionado em Estatística II;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;BECD - Matrícula deve ser realizada no JupiterWeb no período de requerimento/retificação. 
O pré-requisito exigido será a aprovação em 100 créditos-aula
SME0815;Estágio Supervisionado em Estatística II;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;BECD - Matrícula deve ser realizada no JupiterWeb no período de requerimento/retificação. 
O pré-requisito exigido será a aprovação em 100 créditos-aula
SME0816;Planejamento de Experimentos I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;23;ICMC -  Bacharelado em Estatística e Ciência de Dados;70;23;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0816;Planejamento de Experimentos I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;23;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0816;Planejamento de Experimentos I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;23;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0818;Inferência Estatística;2025101;Teórica;S;24/02/2025;07/07/2025;90;0;;;;;70;40;ICMC -  Bacharelado em Estatística e Ciência de Dados;70;40;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0818;Inferência Estatística;2025101;Teórica;S;24/02/2025;07/07/2025;90;0;;;;;70;40;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0818;Inferência Estatística;2025101;Teórica;S;24/02/2025;07/07/2025;90;0;;;;;70;40;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0821;Análise de Sobrevivência e Confiabilidade;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;30;ICMC -  Bacharelado em Estatística e Ciência de Dados;70;30;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0821;Análise de Sobrevivência e Confiabilidade;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;30;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0821;Análise de Sobrevivência e Confiabilidade;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;30;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0825;Metodologia Científica I;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;5;2;ICMC -  Bacharelado em Estatística e Ciência de Dados;5;2;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0825;Metodologia Científica I;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;5;2;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0825;Metodologia Científica I;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;5;2;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0827;Estruturas de Dados;2025101;Teórica;S;24/02/2025;07/07/2025;45;0;;;;;70;41;ICMC -  Bacharelado em Estatística e Ciência de Dados;70;41;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0827;Estruturas de Dados;2025101;Teórica;S;24/02/2025;07/07/2025;45;0;;;;;70;41;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0827;Estruturas de Dados;2025101;Teórica;S;24/02/2025;07/07/2025;45;0;;;;;70;41;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0829;Aprendizado de Máquina;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;25;ICMC -  Bacharelado em Estatística e Ciência de Dados;70;25;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0829;Aprendizado de Máquina;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;25;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0829;Aprendizado de Máquina;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;25;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0830;Probabilidade I (modalidade semipresencial);2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;1;0;;;;0;0;;;;30;0;ICMC -  Bacharelado em Estatística e Ciência de Dados;30;0;0;0;30;0;Alunos do BECD que já cursaram SME0800 - Probabilidade I e não conseguiram aprovação por nota, desde que tenham frequência igual ou maior que 70%. As aulas serão remotas. NÃO SERÁ CONTADA COMO OPTATIVA LIVRE PARA QUEM JÁ TEM APROVAÇÃO EM SME0800.
SME0830;Probabilidade I (modalidade semipresencial);2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;1;0;;;;0;0;;;;30;0;;;;0;0;30;0;Alunos do BECD que já cursaram SME0800 - Probabilidade I e não conseguiram aprovação por nota, desde que tenham frequência igual ou maior que 70%. As aulas serão remotas. NÃO SERÁ CONTADA COMO OPTATIVA LIVRE PARA QUEM JÁ TEM APROVAÇÃO EM SME0800.
SME0830;Probabilidade I (modalidade semipresencial);2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;1;0;;;;0;0;;;;30;0;;;;0;0;30;0;Alunos do BECD que já cursaram SME0800 - Probabilidade I e não conseguiram aprovação por nota, desde que tenham frequência igual ou maior que 70%. As aulas serão remotas. NÃO SERÁ CONTADA COMO OPTATIVA LIVRE PARA QUEM JÁ TEM APROVAÇÃO EM SME0800.
SME0830;Probabilidade I (modalidade semipresencial);2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;1;0;;;;0;0;;;;30;0;;;;0;0;30;0;Alunos do BECD que já cursaram SME0800 - Probabilidade I e não conseguiram aprovação por nota, desde que tenham frequência igual ou maior que 70%. As aulas serão remotas. NÃO SERÁ CONTADA COMO OPTATIVA LIVRE PARA QUEM JÁ TEM APROVAÇÃO EM SME0800.
SME0852;Prática em Ciência de Dados I;2025101;Prática;S;24/02/2025;07/07/2025;0;60;;;;;34;18;ICMC - Bacharelado em Ciência de Dados;31;18;29;29;ICMC -  Bacharelado em Estatística e Ciência de Dados;29;29;0;0;;;;0;0;0;0;BCDados 
BECD
SME0852;Prática em Ciência de Dados I;2025101;Prática;S;24/02/2025;07/07/2025;0;60;;;;;34;18;;;;29;29;;;;0;0;;;;0;0;0;0;BCDados 
BECD
SME0852;Prática em Ciência de Dados I;2025101;Prática;S;24/02/2025;07/07/2025;0;60;;;;;34;18;;;;29;29;;;;0;0;;;;0;0;0;0;BCDados 
BECD
SME0860;Aprendizado de Máquina Aplicado a Problemas;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;0;0;;;;70;18;ICMC - Bacharelado em Ciência de Dados;70;18;0;0;;;;0;0;0;0;BCDados
SME0860;Aprendizado de Máquina Aplicado a Problemas;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;0;0;;;;70;18;;;;0;0;;;;0;0;0;0;BCDados
SME0860;Aprendizado de Máquina Aplicado a Problemas;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;0;0;;;;70;18;;;;0;0;;;;0;0;0;0;BCDados
SME0878;Mineração Estatística de Dados;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;40;36;ICMC -  Bacharelado em Estatística e Ciência de Dados;28;28;20;0;ICMC - Bacharelado em Sistemas de Informação;20;0;0;0;;;;0;0;0;0;BECD/BCDados/BSI
SME0878;Mineração Estatística de Dados;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;40;36;ICMC - Bacharelado em Ciência de Dados;12;8;20;0;;;;0;0;;;;0;0;0;0;BECD/BCDados/BSI
SME0878;Mineração Estatística de Dados;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;40;36;;;;20;0;;;;0;0;;;;0;0;0;0;BECD/BCDados/BSI
SME0878;Mineração Estatística de Dados;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;40;36;;;;20;0;;;;0;0;;;;0;0;0;0;BECD/BCDados/BSI
SME0880;Projeto de Graduação em Estatística I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;BECD - Matrícula deve ser realizada no JupiterWeb no período de requerimento/retificação. O pré-requisito exigido será a aprovação em 100 créditos-aula de disciplinas obrigatórias.
SME0880;Projeto de Graduação em Estatística I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;BECD - Matrícula deve ser realizada no JupiterWeb no período de requerimento/retificação. O pré-requisito exigido será a aprovação em 100 créditos-aula de disciplinas obrigatórias.
SME0881;Projeto de Graduação em Estatística II;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;BECD - Matrícula deve ser realizada no JupiterWeb no período de requerimento/retificação. O pré-requisito exigido será a aprovação em 100 créditos-aula de disciplinas obrigatórias.
SME0881;Projeto de Graduação em Estatística II;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;BECD - Matrícula deve ser realizada no JupiterWeb no período de requerimento/retificação. O pré-requisito exigido será a aprovação em 100 créditos-aula de disciplinas obrigatórias.
SME0890;Direcionamento Acadêmico I;2025101;Teórica;N;24/02/2025;07/07/2025;15;0;;;;;5;1;ICMC -  Bacharelado em Estatística e Ciência de Dados;5;1;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0890;Direcionamento Acadêmico I;2025101;Teórica;N;24/02/2025;07/07/2025;15;0;;;;;5;1;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0890;Direcionamento Acadêmico I;2025101;Teórica;N;24/02/2025;07/07/2025;15;0;;;;;5;1;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0892;Cálculo Numérico para Estatística;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;35;ICMC -  Bacharelado em Estatística e Ciência de Dados;70;35;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0892;Cálculo Numérico para Estatística;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;35;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SME0892;Cálculo Numérico para Estatística;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;70;35;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
